title,foodId,importance
chicken biryani,ve1edw0a,1
chicken bone,lc6vxgpb,1
chicken bones,lc6vxgpb,2
chicken boudine,g80a8lfb,1
chicken bouillon,ewibkx0a,1
chicken boullion,ewibkx0a,1
chicken breast,o55tibyb,1
chicken breasts,o55tibyb,2
chicken broth,1rh5nwha,1
chicken calabrese,iuk874ba,1
chicken calvados,3650a5aa,1
chicken cannelloni,icn2g2jb,1
chicken carcass,bm6kjnjb,2
chicken carnitas,7hg4qmqb,1
chicken chaat,nzjjfhab,1
chicken confit,f6fzfkga,1
chicken consomme,oboo6uma,2
chicken creole,ch7cfpqb,1
chicken crepes,zpoykyfb,1
chicken curry,gvehgchb,1
chicken cut-up,2d5eot3a,1
chicken cutlets,o55tibyb,1
chicken demi-glace,fchgnjka,2
chicken drumette,u9f10jcb,1
chicken drummette,u9f10jcb,1
chicken drumstick,s3zx2rla,1
chicken drumsticks,s3zx2rla,2
chicken egg,g7er3y2a,2
chicken empanadas,8rgckcjb,1
chicken fat,ktfoaqja,1
chicken feet,4almphaa,1
chicken fettuccine,0ne9egbb,1
chicken fillets,oboo6uma,2
chicken finger,yfruaknb,1
chicken fingers,oboo6uma,2
chicken frankfurter,gqosvvda,1
chicken giblet,gl1rduyb,1
chicken gizzard,cefmxbmb,1
chicken gizzards,cefmxbmb,2
chicken gravy,oboo6uma,2
chicken gumbo,ud650aba,1
chicken gyoza,4fugdqdb,1
chicken gyozas,7bkeupdb,1
chicken heart,n6g8y2ta,2
chicken kasha,zh8e61ea,1
chicken keema,few2j0ia,1
chicken korma,thf4d5ca,1
chicken laksa,m09ewjvb,1
chicken lasagne,zfu122xa,1
chicken leg,dm8tql3b,1
chicken legs,w58l8oub,1
chicken liver,354h19fa,1
chicken livers,354h19fa,2
chicken madeira,nl9bdomb,1
chicken manicotti,ilqkp52a,1
chicken marinade,rcy74gdb,1
chicken marsala,ekubojha,1
chicken meat,x526n7qa,2
chicken meatloaf,8h1q6dzb,1
chicken melt,cyfnyk1b,1
chicken mexicana,5im67lta,1
chicken mince,dnpc0h7b,1
chicken mole,povrfc0a,1
chicken neck,cwfp5e5b,1
chicken nugget,l57qmbua,2
chicken nuggets,zf6z3yja,1
chicken obrien,bt2qjfpa,1
chicken pancit,zdf4macb,1
chicken parma,cyzkn4gb,1
chicken parmigiana,qbl05g1b,1
chicken parmigiano,l74y54kb,1
chicken part,nai49fda,1
chicken parts,nai49fda,2
chicken pasties,9w6h29ma,1
chicken pepperoncini,1qo3gvxb,1
chicken pepperoni,mxq1enab,1
chicken pieces,oboo6uma,2
chicken pita,ccto0ozb,1
chicken posole,a0dqka7b,1
chicken potstickers,sctdiexb,1
chicken pozole,qb5feusb,1
chicken prosciutto,530era8b,1
chicken ramen,mafj7yza,1
chicken rigatoni,sswlx0ja,1
chicken roti,ys19320a,1
chicken rub,ymbzuqaa,1
chicken salad,oboo6uma,2
chicken sausage,gqosvvda,2
chicken schmaltz,oboo6uma,2
chicken seasoning,coouzfsa,1
chicken skin,wxul5mrb,1
chicken sofrito,ukv2dy4a,1
chicken soup,1rh5nwha,1
chicken spread,bdkyam1a,1
chicken steak,o55tibyb,1
chicken stew,yh8v7agb,1
chicken stock,1rh5nwha,2
chicken strip,4qivu8da,1
chicken strips,4qivu8da,2
chicken substitute,gbn477va,1
chicken tabbouleh,mxodx8oa,1
chicken tagliatelle,26gx6n7a,1
chicken tamales,fca6fx5b,1
chicken tenderloin,7vzm4qdb,1
chicken tenders,7vzm4qdb,1
chicken terrine,8sshmq3a,1
chicken thigh,nai49fda,1
chicken thighs,nai49fda,2
chicken tikka,w65bx0ta,1
chicken verde,5cg261pa,1
chicken vermicelli,fgss7xha,1
chicken vindaloo,d4qzthxb,1
chicken wing,u9f10jcb,1
chicken wingette,u9f10jcb,1
chicken wingettes,u9f10jcb,2
chicken wings,u9f10jcb,2
chicken wontons,o3r8gpga,1
chicken yakisoba,3ey7sokb,1
chicken roaster,v0550maa,1
chicken-and-andouille étouffée,flb9agra,1
chicken-apple sausage,oboo6uma,2
chicken-style seitan,6i65jsfa,1
chickpea,i1lokbob,1
chickpea bruschetta,6to6pq4b,1
chickpea cake,0x5g1knb,1
chickpea chips,qbzt2kya,1
chickpea cookies,yik3bvrb,1
chickpea cutlets,tj6ydcqb,1
chickpea dip,sol2zaaa,1
chickpea falafel,8hihvhrb,1
chickpea flatbread,hr1a6xxa,1
chickpea flour,vfhhrzub,2
chickpea fries,bw8w1jub,1
chickpea fritters,wvc6ym2b,1
chickpea masala,1w7r0e2a,1
chickpea pancakes,d6yf6yva,1
chickpea patties,jvqr1q0b,1
chickpea pizza,757pd19a,1
chickpea snack,upt9ao2a,1
chickpea spread,9p9xkglb,1
chickpea stew,nqjb9qqb,1
chickpea tabbouleh,4nb8groa,1
chickpeas,i1lokbob,2
chickpeas canned,g8b5c9za,1
chico fruit,5va76f4a,2
chicory,urj6b8vb,1
chicory endive,urj6b8vb,1
chicory green,urj6b8vb,1
chicory root,pjp6jsob,1
chihuahua cheese,5asv0r5a,1
chilaquiles verdes,p5gx0k8b,1
chilcostle chile,qxnsfz3b,2
chile,qxnsfz3b,1
chile colorado,qxnsfz3b,2
chile flake,ng7xnrrb,1
chile negro,qxnsfz3b,2
chile oil,n24xj9sa,1
chile pasilla,00rp1z5a,1
chile paste,kq3j7ecb,1
chile pepper,qxnsfz3b,2
chile piquin,qxnsfz3b,2
chile powder,rljc3sna,2
chile puree,qxnsfz3b,2
chile sauce,nvmvh6za,1
chile verde,qxnsfz3b,2
chile-garlic shrimp,2naligga,1
chile-rubbed turkey,uy0ktsgb,1
chilean empanadas,4n3ngqva,1
chilegarlic sauce,dgcso5ub,2
chiles,qxnsfz3b,2
chiles rellenos,ykkjcaxb,1
chili,qxnsfz3b,1
chili beans,3vg5oorb,2
chili blanco,adog3vob,1
chili burgers,hj59z8ib,1
chili colorado,flxfwqpa,1
chili crab,kou7youb,1
chili enchiladas,oakv3fib,1
chili flakes,qxnsfz3b,2
chili leaf,qxnsfz3b,2
chili oil,qxnsfz3b,2
chili paste,kq3j7ecb,1
chili pepper,qxnsfz3b,2
chili peppers,ramwphha,1
chili powder,rljc3sna,2
chili purée,qxnsfz3b,2
chili queso,p2mqp4ra,1
chili sauce,i3ciwu1a,1
chili seasoning,th2nurqa,1
chili soup,3qdg4bha,1
chili stew,ewc0he7b,1
chili tamale,nafsp5sb,1
chili verde,b7tg494a,1
chilies,3vg5oorb,1
chilled broccoli,ki0fizla,1
chilled prosecco,ih6udeub,2
chilled seltzer,rplx0c2b,2
chilli,qxnsfz3b,1
chilli beans,7h9b75ka,1
chilli bites,hg6vd3ea,1
chilli burrito,bkkjh8yb,1
chilli chicken,trlwbaua,1
chilli crab,qj6ngzeb,1
chilli dogs,ztw7qm3b,1
chilli fish,tid20wgb,1
chilli jam,65rad0db,1
chilli marrakech,oao81b4b,1
chilli mussels,ee92nasb,1
chilli oil,ojzqsevb,1
chilli paneer,ufpob98a,1
chilli paste,p1pfkh2a,1
chilli powder,rljc3sna,1
chilli sauce,nvmvh6za,1
chilli shrimp,ivzbnd5b,1
chillies,qxnsfz3b,2
chilly chicken,vjq7tlha,1
chimichurri,cx389vzb,2
chimichurri burgers,u01s4a4b,1
chimichurri chicken,65k2byba,1
chimichurri dressing,0nan1rva,1
chimichurri marinade,jw236esa,1
chimichurri sauce,830uwt3b,1
chimichurri shrimp,fqaun3qa,1
chimichurri steak,klulu48b,1
chimichurri vinaigrette,0j7hwyza,1
chimichurri wings,u5l11zfb,1
chinese,bh3x83lb,1
chinese buns,0mo9sk0b,2
chinese cabbage,uvhep25b,2
chinese celery,xsug527b,2
chinese chives,aikl6e0a,2
chinese cinnamon,87xzo7na,2
chinese coleslaw,seobozcb,1
chinese coriander,ng7xnrrb,1
chinese dumplings,kjmfsh5b,1
chinese eggplant,55yt66ub,1
chinese eggplants,lyv5jrka,2
chinese ginger,ktt6zgpb,2
chinese gooseberry,4s0dzinb,1
chinese ham,reedrqna,2
chinese jujubes,celp7dea,2
chinese leaf,aoza34bb,2
chinese mushroom,4ye27qpb,1
chinese mustard,0ucv45db,2
chinese noodles,6ky1d38b,2
chinese pancakes,8edtgodb,2
chinese parsley,5hwdygeb,2
chinese pepper,4p99yg8a,2
chinese potstickers,gkebdeka,1
chinese radish,pefy4z5a,2
chinese sausage,3whiibrb,2
chinese spareribs,3ng8uvba,1
chinese spinach,j6moln6b,2
chinese turnip,ddzaty6a,2
chinese vegetables,k0r1clna,1
chinese vermicelli,ia1yzezb,1
chinese-style spareribs,igri3rra,1
chinkiang vinegar,2wc23uba,2
chinook salmon,9p48q42a,1
chipotle,fw2ag0pa,2
chipotle aioli,pyhi1fkb,1
chipotle butter,yfumocfa,1
chipotle carnitas,nw528mpb,1
chipotle cayenne,cl3d8u9b,1
chipotle chicken,gij0geyb,1
chipotle chilaquiles,4lp2iabb,1
chipotle chile,fw2ag0pa,1
chipotle chili,o6vy2qpa,1
chipotle concentrate,t6mw933b,1
chipotle cornbread,xaoiqpea,1
chipotle cream,6ql5tw3a,1
chipotle guacamole,jkexyitb,1
chipotle mayo,sixtc3lb,1
chipotle mayonnaise,2qc4l4ib,1
chipotle meatloaf,uveq6y5a,1
chipotle molasses,t70xmlxa,1
chipotle paste,0r1wll4a,1
chipotle pepper,fw2ag0pa,1
chipotle peppers,ni7uvzoa,2
chipotle puree,fw2ag0pa,2
chipotle salsa,ezcu3c5a,2
chipotle sauce,fw2ag0pa,2
chipotle seasoning,c2bop5wb,1
chipotle slaw,eyc15obb,1
chipped beef,m4nj2anb,2
chips,4winm5fb,2
chironji,h4l6pwoa,1
chitterlings,wzcnqq2a,2
chitterlings pork,rl6ef47a,1
chive,aikl6e0a,1
chive biscuits,plxtzl0b,1
chive blossoms,aikl6e0a,2
chive carrots,4iw2wvba,1
chive flower,aikl6e0a,1
chive flowers,aikl6e0a,2
chive oil,f2vmdqsa,1
chive pancake,z5i2r56a,1
chive pesto,yvmc0a4a,1
chives,aikl6e0a,2
chives freeze-dried,pq8urbvb,1
chives raw,v2r2vdtb,1
chlorella powder,34m73y2b,1
cho-cho,xva8oo4b,2
chobani yogurt,zudb6gxa,2
chocolate,5q43o5wa,1
chocolate amaretto,p442132a,1
chocolate barfi,ggy7vcha,1
chocolate bars,5q43o5wa,2
chocolate baton,5q43o5wa,1
chocolate blossoms,d700xyga,1
chocolate brioche,13nf5kmb,1
chocolate brownie,7qf0fwmb,1
chocolate cake,bvg0qm7b,1
chocolate candies,iprphhta,1
chocolate candy,iprphhta,2
chocolate cannoli,bu8tgnaa,1
chocolate cheesecake,r1hin9ea,1
chocolate chip,zvvj6zqb,1
chocolate chips,vsv6o5ga,1
chocolate chunks,5q43o5wa,2
chocolate clouds,wa9wzh6a,1
chocolate clusters,lbq84ila,1
chocolate cookie,9d0eovxb,2
chocolate cookies,9d0eovxb,1
chocolate crust,aovabvka,1
chocolate cupcake,m8u20d5a,1
chocolate curls,5q43o5wa,2
chocolate drink,5q43o5wa,2
chocolate egg,5q43o5wa,1
chocolate extract,5q43o5wa,2
chocolate flake,cdbgr0da,1
chocolate flan,8h0yv4bb,1
chocolate fondant,glb5bd6a,1
chocolate frosting,bs53czpa,2
chocolate ganache,bs53czpa,1
chocolate gelato,9wndbwba,1
chocolate genoise,bvg0qm7b,1
chocolate gingersnaps,s4e3eaqa,1
chocolate glaze,5q43o5wa,2
chocolate granita,z81t45tb,1
chocolate icing,bs53czpa,1
chocolate kisses,61ops37b,1
chocolate leaves,5q43o5wa,2
chocolate liqueur,1qo0q7xb,2
chocolate macaron,ba8prcqa,1
chocolate macarons,t1iesadb,1
chocolate madeleines,q4fk3ana,1
chocolate malt,5p1kbgca,1
chocolate malts,r8zf85gb,1
chocolate mascarpone,v5smw1jb,1
chocolate milk,u9b6w61a,1
chocolate morsels,5q43o5wa,2
chocolate mouse,q49c62zb,1
chocolate mousse,k5slv4db,2
chocolate nests,y4bu1nja,1
chocolate nonpareil,zvvj6zqb,1
chocolate panettone,80r1neta,1
chocolate pastry,q710pltb,1
chocolate peppermints,hqf3h9da,1
chocolate popsicles,litr6hua,1
chocolate pralines,47baad0b,1
chocolate pretzel,np0lc32b,1
chocolate pudding,ey53n8mb,1
chocolate ravioli,nl80v5za,1
chocolate risotto,92gxpx7b,1
chocolate rocks,f4lt30ba,1
chocolate salami,f5qqulrb,1
chocolate sauce,0xqhv3zb,1
chocolate scones,sd1bwfca,1
chocolate shavings,5q43o5wa,2
chocolate sherbet,qbnkxnpa,1
chocolate shortbread,mq5x31ma,1
chocolate spread,5q43o5wa,2
chocolate sprinkles,5q43o5wa,2
chocolate stick,5q43o5wa,1
chocolate sticks,5q43o5wa,2
chocolate stout,aaouqsbb,1
chocolate sundaes,5ds683gb,1
chocolate syrup,di3jc8qa,2
chocolate tamales,iuk9384a,1
chocolate tartlets,78t66cfa,1
chocolate terrine,4mtovzca,1
chocolate toffee,yjez5h4b,1
chocolate truffle,3hw0napa,1
chocolate truffles,ado9z7sa,1
chocolate wafers,ejgxttba,1
chocolate waffles,ub19tdhb,1
chocolate wontons,m8ztj3oa,1
chocolate yogurt,rx2qouta,1
chocolate zabaglione,4zqs3ela,1
chocolate-amaretti tortes,mvwymnaa,1
chocolate-coated caramels,cm80e6ja,1
chocolate-coated toffee,bwjcpkza,1
chocolate-dipped gingersnaps,y3bg4eub,1
chocolate-flavored cereal,gex2gr8a,1
chocolate-flavored toffee,bwjcpkza,1
chocolate-flavored torte,bvg0qm7b,1
chocolate-glazed brownies,for3vrab,1
chocolate-hazelnut spread,ho46z7ya,2
chocolate-mint wafer,rorie1za,1
choi,uvhep25b,1
cholar dal,ad71o07b,1
cholent,f0fozjya,1
chop suey,qcx5xh0a,1
chopped almonds,lonc3gya,2
chopped bacon,44k1bx6b,2
chopped celery,xsug527b,2
chopped cilantro,602pbyzb,2
chopped garlic,8dtpnnya,2
chopped ham,reedrqna,2
chopped hazelnuts,bii2wxca,2
chopped leaves,pjsqky7a,2
chopped liver,860l7qja,1
chopped macadamias,innohanb,2
chopped nuts,sas7ogrb,2
chopped onion,lf7ycmoa,2
chopped onions,kvq1xuja,1
chopped parsley,0u28ifdb,2
chopped pecans,aary4dra,2
chopped potatoes,3o2utgzb,2
chopped salad,073ud22b,1
chopped spinach,8my6fo2b,1
chopped steak,2kpz9fha,1
chopped tomatoes,wtshk3qa,2
chopped walnuts,5um298zb,2
chops,aooqw4fb,2
chorizo,v6lam9pa,2
chorizo chicken,hurx44qa,1
chorizo chilaquiles,mqnc2zea,1
chorizo croquettes,lvp58ulb,1
chorizo empanadas,zczxr4fa,1
chorizo enchiladas,er6pbfzb,1
chorizo hash,4bju21cb,1
chorizo meatballs,lkfyvfib,1
chorizo meatloaf,5u46poha,1
chorizo migas,ve8m68mb,1
chorizo nachos,didc77ib,1
chorizo paella,iij2lq4b,1
chorizo potatoes,977vufla,1
chorizo quiche,89ebw5ba,1
chorizo rice,rfxo7h9a,1
chorizo sausage,v6lam9pa,2
chorizo spanish,v6lam9pa,2
chorizo tacos,ay121yeb,1
chorizo-stuffed squid,fjxwti2a,1
choucroute garni,jwc8tr5a,1
choucroute garnie,1bdi4i5b,1
chourico,1deh5jjb,2
choux pastry,garkhbrb,1
chow mein,8dvotxsb,1
chowchow,mlg5gijb,1
choy sum,r0vj4veb,2
christmas biscotti,jjxhitmb,1
christmas chutney,ji8st1rb,1
christmas fruitcake,u256998a,1
christmas goose,inqbw9ta,1
christmas jello,zwgi9x6b,1
christmas mincemeat,2gut0exa,1
christmas muffins,nse81pda,1
christmas shortbread,dimcvtda,1
chrysanthemum,fx4b7y8b,1
chrysanthemum coronarium,75mtypma,1
chrysanthemum leaf,fx4b7y8b,1
chrysanthemum leaves,fx4b7y8b,2
chuck,m4nj2anb,1
chuck beef,m4nj2anb,1
chuck eye,b9faoipa,1
chuck filet,b9faoipa,1
chuck fillet,b9faoipa,1
chuck lindburger,cxyvsvfb,1
chuck roast,3hm1z7ub,1
chuck steak,b9faoipa,1
chuck steaks,b9faoipa,2
chuck tender,b9faoipa,2
chuckle bear,cztdmvcb,1
chukka bhaji,j6moln6b,1
chunky,2b7f4qla,2
chunky avocado,4sk4elub,1
chunky guacamole,att8pm8a,1
chunky salsa,8mitc78b,1
chunky tomatoes,yesg7kda,2
chuno sauce,dgcso5ub,2
churro sticks,ixzd97tb,1
chutney,t2qx2pqb,2
chutney chicken,9peezkpb,1
chutney dip,ud5z8yea,1
chèvre,yiy612wb,2
ciabatta,xc1kcv6a,2
ciabatta bread,9dozn8wa,1
ciabatta bun,wpwlcjdb,1
ciabatta buns,wpwlcjdb,2
ciabatta loaf,xc1kcv6a,2
ciabatta pizza,42rkefma,1
ciabatta roll,wpwlcjdb,1
ciabatta rolls,wpwlcjdb,2
ciabatta tasca,nx9wsqxb,1
ciabatta large,opkd53sb,1
ciabatta sicilian,zcv3w00a,1
cider,6n60um1b,2
cider chicken,jdqlf74a,1
cider doughnuts,motzkdpa,1
cider gravy,f4yw3vfa,1
cider sangria,e1l81bda,1
cider vinegar,ndlvhb6a,2
cider wassail,3xvis4wa,1
cider-roasted chicken,rg7ft28a,1
cilantro,602pbyzb,1
cilantro chicken,3nft7owb,1
cilantro chimichurri,bpxaknoa,1
cilantro chutney,shyb0xma,1
cilantro dip,7rofrkma,1
cilantro hummus,64orx1jb,1
cilantro leaves,602pbyzb,1
cilantro pesto,602pbyzb,2
cilantro rice,y1x0j4pa,1
cilantro root,602pbyzb,2
cilantro salsa,loryprna,1
cilantro sauce,frigpivb,1
cilantro shrimp,ugwirxmb,1
cilantro slaw,k84nce8b,1
cilantro sprigs,602pbyzb,2
cilantro stems,602pbyzb,2
cilantro-lime crema,s5z99i6a,1
cinnamon,87xzo7na,2
cinnamon bars,lsahxkeb,1
cinnamon bears,c9lwgsnb,1
cinnamon bread,i0r0y55a,1
cinnamon brioche,nkdcdslb,1
cinnamon brownies,a6qcao9a,1
cinnamon bun,k8prnlla,1
cinnamon buns,dwi9kbna,1
cinnamon butter,3ovtuj6b,1
cinnamon chex,mcbh6iva,1
cinnamon chips,m3d87s8b,1
cinnamon churros,tciiotjb,1
cinnamon claw,cithu0va,1
cinnamon coffee,adbpdtka,1
cinnamon coffeecake,y9dg0jsa,1
cinnamon crisps,plab1mna,1
cinnamon danish,sl265otb,1
cinnamon focaccia,phw6gt3a,1
cinnamon grahams,a4bxi8ob,1
cinnamon loaf,7ku4l1sa,1
cinnamon oatmeal,c7mjpdla,1
cinnamon palmiers,jes6dsca,1
cinnamon pastry,kaf31bda,1
cinnamon roll,dzx4yrdb,1
cinnamon rolls,9w0x4qna,1
cinnamon scones,zq20plea,1
cinnamon snails,r1001yvb,1
cinnamon snaps,cfliglwb,1
cinnamon stick,87xzo7na,1
cinnamon sticks,87xzo7na,2
cinnamon strudel,w5s0g87a,1
cinnamon sugar,hmo21ncb,1
cinnamon syrup,y4c7zpzb,1
cinnamon toast,eemhet7b,1
cinnamon twist,g00xghna,1
cinnamon twists,6oqf4xrb,1
cinnamon wheel,mublpx7a,1
cinnamon-raisin loaves,hvl71cza,1
cipollini,tk46utyb,2
cipollini onions,tk46utyb,2
citric acid,l2i6yytb,1
citron,obw3kdxa,2
citru gracili,i58vkuna,1
citrus,yj663qia,2
citrus bars,wttle4jb,1
citrus cheesecake,wi4vgolb,1
citrus chicken,1q5cw5cb,1
citrus claw,f6ur38ra,1
citrus cookies,dani1u7b,1
citrus curd,m4l3q3va,1
citrus dressing,pw3znt7b,1
citrus fruit,5va76f4a,2
citrus granita,tdub08va,1
citrus juice,9efurgyb,1
citrus latifolia,m93hm9ka,1
citrus lemonade,3mw85p7b,1
citrus limon,z2opr14a,1
citrus madeleines,72zrkvha,1
citrus marmalade,8ibn9rhb,1
citrus muffins,avmav24b,1
citrus paradisi,5cku331a,1
citrus peel,r02n5dib,1
citrus reticulata,l21h4spb,1
citrus rind,xd9z4iob,2
citrus salmon,s8qkt8cb,1
citrus sangria,rx0x6r2a,1
citrus sinensis,yudrlzha,1
citrus slices,rho1f0db,2
citrus souffle,853xjc1a,1
citrus tilapia,h0kvd2eb,1
citrus vinaigrette,4tiv53bb,2
citterio prosciutto,y0qzt0tb,1
clam,40w1d24b,1
clam bake,oa2qlr6a,1
clam broth,s5hag3ub,1
clam cakes,u0zw4akb,1
clam chowder,kt16yw0b,1
clam dip,tagdbpma,1
clam fritters,u345udgb,1
clam juice,bg4brdfb,1
clam pizza,cv9n8zxa,1
clam sauce,la5sf95a,1
clamato,1val5aib,1
clamato juice,1val5aib,2
clamato tomato,lqms7myb,1
clams,40w1d24b,2
clams casino,457l54ya,1
clams littleneck,3yoibuwb,1
clams oreganata,kf9xj0eb,1
clams steamers,uknd19za,1
clarified butter,hk1g6e3b,1
classic bologna,gai6siub,1
classic caraway,bu7p61tb,1
classic frankfurters,bcytnjca,1
classic franks,fjh1e9ra,1
classic iceberg,lkr6axkb,1
classic panettone,pp786n5b,1
classic pectin,dmytmuka,1
classic saltines,nm2ufz8a,1
classic spam,gobbc2ra,1
classico crostini,18fm5jta,1
classico panettone,51j3z7ub,1
claws,eqdw957a,2
clear honey,bx92xb6b,2
clementine,i2qp22sb,2
clementine cake,m1f3ltda,1
clementine cocktail,oqotkn7a,1
clementine juice,2ppt4tsb,1
clementine sections,i2qp22sb,2
clementine sorbet,5o45wpsb,1
clementines,i2qp22sb,2
clementines raw,cg6s45tb,1
clif mojo,r0wrctca,1
clotted cream,enmz1msb,2
cloud biscuits,hrw7ebza,1
cloud bread,34w18mib,1
cloud cakes,rnhl669b,1
cloud ear,4ye27qpb,1
cloud eggs,78tplysa,1
cloudberry,0e2vrdva,2
clove,mw7013sb,1
clover honey,bx92xb6b,2
cloves,mw7013sb,2
club hoagie,0w8hqq0b,1
club soda,rplx0c2b,1
club steak,fz9mnt8a,1
cluster beans,yoanqxdb,2
coalfish fillet,j3cznslb,1
coarse salt,8tugtzkb,2
coarse semolina,lqsbakwa,2
coarse sugar,hmo21ncb,2
coarse-grain salt,zze9uzmb,2
coca cola,b0jpos7b,1
coca-cola,b0jpos7b,2
coca-cola cake,vrwtar3b,1
coca-cola chili,lv0jgj7a,1
coca-cola ham,cif5ogvb,1
coca-cola meatballs,u0crpixa,1
coca-cola ribs,9tbl9gfa,1
cockle,eax691pb,1
cockles,eax691pb,2
cocktail,1fcaib7b,1
cocktail cherries,z832ij9b,2
cocktail cherry,2x67sxba,1
cocktail franks,xrcaz4la,1
cocktail sauce,qtta2djb,2
cocktail tomato,6ycemfjb,1
coco,0a5mxvea,2
cocoa,mpdzk7wb,1
cocoa biscuits,u2gk0vrb,1
cocoa brownies,pa4kuhtb,1
cocoa butter,j78nl5nb,1
cocoa cake,0meiwxqb,1
cocoa cookies,t5z7diub,1
cocoa cupcakes,v9f0i5xa,1
cocoa liqueur,tlcnewyb,1
cocoa mix,75g7umma,1
cocoa nibs,h9r5j4fb,1
cocoa pancakes,e6lghdka,1
cocoa powder,mpdzk7wb,2
cocoa puffs,gex2gr8a,1
cocoa wafers,97p5lmqb,1
coconut,nmr4op8a,2
coconut aminos,bat7f8yb,1
coconut barfi,kpbe90sb,1
coconut beverage,go5ei51b,1
coconut butter,crjyb4ka,1
coconut chips,nmr4op8a,2
coconut clouds,p0yjmz6b,1
coconut clusters,vlvmtg0a,1
coconut cream,nmr4op8a,2
coconut creme,cxqerd9a,1
coconut crisps,8sxrotyb,1
coconut cups,95yq5rnb,1
coconut curry,3ra90rpb,1
coconut custard,gkj0g4ea,1
coconut dhal,p3zwc9la,1
coconut extract,nmr4op8a,2
coconut fat,332ojyba,1
coconut flake,nu0n8epb,1
coconut flakes,nu0n8epb,2
coconut flan,0sizuwzb,1
coconut flour,jjhoz7pa,2
coconut flour/meal,jjhoz7pa,1
coconut gelato,4hfciona,1
coconut granola,sl0jv1zb,1
coconut ice,axk6o54b,1
coconut jelly,8t4wb7hb,1
coconut juice,nmr4op8a,2
coconut kefir,nr968ufb,1
coconut loaf,74536d5a,1
coconut macaroon,ba8prcqa,1
coconut marshmallows,8hf9bana,1
coconut meal,jjhoz7pa,1
coconut meal/flour,jjhoz7pa,1
coconut meat,nmr4op8a,2
coconut milk,nmr4op8a,2
coconut oil,gsfw6wab,1
coconut quinoa,cgsvweza,1
coconut roti,oy7469sa,1
coconut rough,g89jqhbb,1
coconut rum,nmr4op8a,2
coconut shortbread,m23kjija,1
coconut shredded,58w18mra,1
coconut sorbet,8qfdhmdb,1
coconut sugar,wrx5brpb,2
coconut syrup,nmr4op8a,2
coconut tart,txizqnob,1
coconut vinegar,nmr4op8a,2
coconut water,82ruj1ob,1
coconut yogurt,v1y3s70a,1
cod,qzis9cob,2
cod cakes,txf6ocmb,1
cod cheeks,qzis9cob,2
cod chowder,m3dmld9a,1
cod curry,qcx4ce7b,1
cod fillet,ou2bmcxa,1
cod fillets,qzis9cob,2
cod fish,qzis9cob,1
cod fritters,o8gmtasa,1
cod liver,p0pid69b,1
cod provencal,ciuudv1a,1
cod roe,jk5okcja,2
cod steak,qzis9cob,1
cod veracruz,cm1s2xha,1
codfish,qzis9cob,1
codfish cakes,p40juf5a,1
coffee,1sl720wa,2
coffee bean,1sl720wa,1
coffee beans,spumx86a,2
coffee cake,y9dg0jsa,1
coffee cheesecake,zapv1ssa,1
coffee cream,bc991krb,1
coffee creamer,8mceqwtb,1
coffee eggnog,u6f01bmb,1
coffee extract,1sl720wa,2
coffee flan,dupporub,1
coffee fruitcake,l0awsmrb,1
coffee gelato,j0clwrwa,1
coffee granita,6wvil0ib,1
coffee granules,1sl720wa,2
coffee jelly,zegpbr7a,1
coffee liqueur,1qo0q7xb,1
coffee malt,tv5zjwba,1
coffee mousse,6t96trcb,1
coffee popsicles,sgs5djia,1
coffee toffee,cep0lo9b,1
coffee truffles,2oqh8vob,1
coffeecake mix,g495xvxb,1
coffeecake fruit,og2m6feb,1
cognac,3tr5zd6a,2
coho salmon,oqpyjtob,1
cointreau,3tr5zd6a,1
cointreau liqueur,3tr5zd6a,2
coke,b0jpos7b,2
coke cake,8xp2ztoa,1
coke chicken,ovnbnlga,1
coke float,pa5ucpxb,1
coke roast,27ymp77a,1
coke zero,3z4wbvmb,2
cola,b0jpos7b,2
cola burgers,gsutlcxa,1
cola cake,xodxqxsb,1
cola chicken,dp7yq1oa,1
cola roast,z2uftodb,1
colavita cavatappi,5hm1daga,1
colby,gvk4g5zb,1
colby cheese,gvk4g5zb,1
colby jack,gvk4g5zb,1
colby-pepper jack,gvk4g5zb,1
cold borscht,v16b5jva,1
cold coffee,1sl720wa,2
cold cut,orx961vb,2
cold meatloaf,ejlkey4a,2
cold milk,vvvssnia,2
cold water,r3v0dzhb,2
cold-smoked salmon,99sbjf1a,2
cole slaw,ipy55x8a,1
coleslaw,ozjzoeab,1
coleslaw dressing,ozjzoeab,2
coleslaw salad,ukjkqb7b,1
coleslaw home-prepared,lgwv1wzb,1
collard,qxcoc6ab,1
collard green,qxcoc6ab,1
collard greens,qxcoc6ab,2
collard leaves,qxcoc6ab,2
collard rolls,snbrsklb,1
collards,qxcoc6ab,2
collards raw,n3048nqa,1
colocasia,j7o52geb,2
colocasia esculenta,2sz6h6fa,1
colombian arepas,lw3wy8qa,1
colonna pepperoncini,8htkkngb,1
colorful candy,thrwj7xa,1
colorful coleslaw,llwefuca,1
colorful frittata,rnev8dub,1
colorful kielbasa,wmsit3fb,1
columbus pastrami,56wp70nb,1
comfort food,ke112n9b,1
comice pears,jnw0enwa,2
common bean,ii07d36a,1
common fig,f5jbstlb,1
common sage,h80lbizb,1
compote,0zx1nn7a,1
compressed yeast,oezjlyqa,2
conch,6bd25axa,1
conch chowder,5z03bp9a,1
conch fritters,berl7z7a,1
